faucet support,39
tighten member,38
support member,37
support seat,30
member defin,29
claim wherein,28
plural tighten,22
defin claim,21
base plate,18
said support,18
wherein said,18
plural connector,16
mount hole,16
end portion,12
said plural,11
said tighten,9
prevent member,9
surfac said,9
bottom surfac,9
turn prevent,9
plate faucet,9
defin one,8
one claim,8
portion said,8
base end,7
front end,7
open beyond,6
surfac support,6
wherein plural,6
provid said,6
beyond diamet,6
diamet mount,6
member open,6
said turn,5
upper surfac,5
member configur,5
onto said,5
said mount,5
said bolt,5
fix base,5
said connector,4
member provid,4
predetermin posit,4
connector configur,4
hole said,4
surfac configur,4
side surfac,4
member construct,4
said spacer,4
insert said,4
direct inward,4
guid member,4
said guid,4
configur engag,4
member direct,4
seat fix,4
extern side,4
releas fix,4
fix predetermin,4
cover ring,4
posit extern,4
said base,4
intern surfac,4
member faucet,3
member turn,3
contact intern,3
detach said,3
engag base,3
seat faucet,3
upper portion,3
plate wherein,3
posit faucet,3
said cover,3
portion plural,3
bolt said,3
bolt faucet,3
fix member,3
portion faucet,3
member move,3
hole form,3
spacer provid,3
connector posit,3
plural turn,3
screw onto,3
toward bottom,2
turn plural,2
detach manner,2
movabl along,2
extend bottom,2
seat bottom,2
faucet base,2
guid bodi,2
member insert,2
thereof faucet,2
support faucet,2
seat provid,2
faucet mount,2
fix faucet,2
configur extend,2
configur movabl,2
member fix,2
two bolt,2
member releas,2
configur prevent,2
prevent plural,2
seat detach,2
pipe insert,2
member said,2
lie said,2
peripher wall,2
member posit,2
support base,2
connector two,2
form base,2
said fix,2
therebi support,2
drill said,2
seat grip,2
move toward,2
inward plural,2
compris support,2
provid support,2
bolt insert,2
portion handi,2
form upper,2
inward faucet,2
seat upper,2
water conduct,2
attach plural,2
along plural,2
least one,2
plate bottom,2
provid set,2
main bodi,2
connector bolt,2
manner faucet,2
handi spray,2
penetr hole,2
seat extend,2
said faucet,2
insert hole,2
member screw,2
member plural,2
hole front,2
member contact,2
attach said,2
grip base,2
seat separ,2
direct outward,2
extend support,2
hole plural,2
connector front,2
resist portion,2
seat plural,2
faucet least,2
connector tighten,2
connector provid,2
plate plural,2
hole therebi,2
insert mount,2
member pivot,2
pivot attach,2
connector contact,2
convex portion,2
set connector,2
portion form,2
open portion,2
configur releas,2
spray faucet,2
separ distanc,2
conduct pipe,2
member upper,2
hole wherein,2
member compris,2
one base,2
surfac tighten,2
hole attach,1
loosen direct,1
member therein,1
wherein two,1
ring penetr,1
faucet onto,1
wherein guid,1
spacer insert,1
tighten faucet,1
bodi detach,1
plural tune,1
faucet faucet,1
therein faucet,1
end said,1
portion tighten,1
member rotat,1
bolt bolt,1
member peripher,1
connector base,1
said water,1
provid resist,1
engag plural,1
tune member,1
portion attach,1
attach depend,1
prevent said,1
said main,1
buffer member,1
wherein insert,1
nut screw,1
surfac base,1
size said,1
maintain distanc,1
wall thereof,1
curv surfac,1
provid inner,1
oper engag,1
compris cover,1
seat said,1
ring fix,1
hold water,1
surfac front,1
member inclin,1
depend upon,1
plate provid,1
rotat direct,1
adapt member,1
bodi guid,1
contact front,1
surfac mount,1
seat base,1
engag intern,1
peripheri surfac,1
insert bore,1
claim compris,1
portion thereof,1
connector detach,1
engag said,1
construct adjust,1
bodi said,1
thereof prevent,1
detach engag,1
wall said,1
inner surfac,1
said convex,1
cover said,1
member coupl,1
wherein upper,1
form peripher,1
wherein adapt,1
pivot mount,1
adjust portion,1
distanc pivot,1
member detach,1
inhibit said,1
connector maintain,1
outward plural,1
construct plural,1
inner peripheri,1
hole nut,1
posit turn,1
end thereof,1
outward tighten,1
member lie,1
mount outer,1
penetr said,1
plate attach,1
wherein buffer,1
pivot independ,1
member inhibit,1
wherein connector,1
connector faucet,1
coupl plural,1
distanc therebetween,1
construct main,1
toward said,1
turn tighten,1
said resist,1
inclin toward,1
spacer penetr,1
bodi faucet,1
resist said,1
seat onto,1
seat convex,1
form hold,1
therebetween faucet,1
contact inner,1
seat wherein,1
posit said,1
upon size,1
distanc spacer,1
wherein resist,1
wherein open,1
member attach,1
portion lie,1
seat front,1
hole fix,1
bore drill,1
surfac form,1
configur insert,1
ring cover,1
independ faucet,1
construct detach,1
outer peripheri,1
said open,1
seat contact,1
thereof direct,1
engag bottom,1
two tighten,1
member engag,1
move loosen,1
direct thereof,1
said penetr,1
hole faucet,1
hole drill,1
attach upper,1
wherein curv,1
member oper,1
peripheri said,1
ring pivot,1
